Animal,Treatment,Duration Cued Block 1,Duration Cued Block 2,Duration Cued Block 3,Duration Cued Block 4,Duration Cued Block 5,Duration Spatial1 Block 1,Duration Spatial1 Block 2,Duration Spatial1 Block 3,Duration Spatial1 Block 4,Duration Spatial1 Block 5,Duration Spatial2 Block 1,Duration Spatial2 Block 2,Duration Spatial2 Block 3,Duration Spatial2 Block 4,Duration Spatial2 Block 5,Duration Spatial3 Block 1,Duration Spatial3 Block 2,Duration Spatial3 Block 3,Duration Spatial3 Block 4,Duration Spatial3 Block 5,Duration Cued,Duration Spatial1,Duration Spatial2,Duration Spatial3,Duration Spatial,Distance Cued Block 1,Distance Cued Block 2,Distance Cued Block 3,Distance Cued Block 4,Distance Cued Block 5,Distance Spatial1 Block 1,Distance Spatial1 Block 2,Distance Spatial1 Block 3,Distance Spatial1 Block 4,Distance Spatial1 Block 5,Distance Spatial2 Block 1,Distance Spatial2 Block 2,Distance Spatial2 Block 3,Distance Spatial2 Block 4,Distance Spatial2 Block 5,Distance Spatial3 Block 1,Distance Spatial3 Block 2,Distance Spatial3 Block 3,Distance Spatial3 Block 4,Distance Spatial3 Block 5,Distance Cued,Distance Spatial1,Distance Spatial2,Distance Spatial3,Distance Spatial,Speed Cued Block 1,Speed Cued Block 2,Speed Cued Block 3,Speed Cued Block 4,Speed Cued Block 5,Speed Spatial1 Block 1,Speed Spatial1 Block 2,Speed Spatial1 Block 3,Speed Spatial1 Block 4,Speed Spatial1 Block 5,Speed Spatial2 Block 1,Speed Spatial2 Block 2,Speed Spatial2 Block 3,Speed Spatial2 Block 4,Speed Spatial2 Block 5,Speed Spatial3 Block 1,Speed Spatial3 Block 2,Speed Spatial3 Block 3,Speed Spatial3 Block 4,Speed Spatial3 Block 5,Speed Cued,Speed Spatial1,Speed Spatial2,Speed Spatial3,Speed Spatial,Probe Entries 1,Probe Entries 2,Probe Entries 3,Probe Entries Ave,Probe Percent1,Probe Percent2,Probe Percent3,Probe Percent Ave,Probe2 Opposite %,Working Mem1 Duration Trial 1,Working Mem1 Duration Trial 2,Working Mem1 Duration Diff,Working Mem2 Duration Trial 1,Working Mem2 Duration Trial 2,Working Mem2 Duration Diff,Working Mem3 Duration Trial 1,Working Mem3 Duration Trial 2,Working Mem3 Duration Diff,Working Mem Duration Trial 1 Ave,Working Mem Duration Trial 2 Ave,Working Mem Duration Diff Ave,Working Mem1 Distance Trial 1,Working Mem1 Distance Trial 2,Working Mem1 Distance Diff,Working Mem2 Distance Trial 1,Working Mem2 Distance Trial 2,Working Mem2 Distance Diff,Working Mem3 Distance Trial 1,Working Mem3 Distance Trial 2,Working Mem3 Distance Diff,Working Mem Distance Trial 1 Ave,Working Mem Distance Trial 2 Ave,Working Mem Distance Diff Ave
1083,Fx,23.4,26.6,17.9,32.5,9.45,7.8,13.95,21.2,9.3,9.9,14.25,25.7,6.05,10.5,6.85,12.25,12.4,6.45,9.55,10.8,21.97,12.43,12.67,10.29,11.79666667,3.833,4.5145,2.9135,5.0745,1.2015,0.81,2.016,2.704,0.665,0.881,1.858,3.725,0.5835,1.4565,0.5425,1.539,1.083,0.21,0.8495,1.1195,3.5074,1.4152,1.6331,0.9602,1.336166667,6.198610218,6.847580937,6.284565045,6.525842308,10.00858936,20.3236816,6.920507046,8.408837621,26.34839091,40.90433909,7.698963218,7.114505385,10.36736027,7.243742579,12.69275606,7.91648759,13.79232521,31.38775511,15.65336463,13.74923132,7.173037573,20.58115125,9.0234655,16.49983277,15.36814984,3,5,4,4,38.83,43.67,32.5,38.33,23.5,10.4,5.2,5.2,20.8,7.7,13.1,14.4,10.1,4.3,15.2,7.666666667,7.533333333,1.465,0.155,1.31,2.724,0.992,1.732,1.749,1.329,0.42,1.979333333,0.825333333,1.154
1084,Fx,9.65,35.6,8.75,14.9,9.1,5.2,11.45,9.5,6.3,18.6,37.85,40.2,17.55,7.6,7.65,56.35,22.3,22.5,11.45,15.25,15.6,10.21,22.17,25.57,19.31666667,1.675,6.5555,1.492,2.4485,1.078,0.6055,2.071,1.648,0.118,3.042,6.208,6.5115,2.6795,0.7455,1.0725,8.954,2.7475,2.827,1.586,1.942,2.6498,1.4969,3.4434,3.6113,2.850533333,5.734388663,5.839417631,6.465891716,6.813539765,8.507984032,8.734755929,6.238221914,5.731180816,#DIV/0!,6.345742321,6.205310325,7.692246334,7.651598833,10.14276391,7.206669164,6.337433969,95.24397681,97.39073713,7.732138151,8.70988934,6.672244361,#DIV/0!,7.779717713,43.08283508,#DIV/0!,11,4,4,6,50.5,38.83,28.83,39.39,7.67,5.2,5.2,0,60,15.7,44.3,52.7,60,-7.3,39.3,26.96666667,12.33333333,0.684,0.527,0.157,9.957,2.459,7.498,9.467,8.441,1.026,6.702666667,3.809,2.893666667
1085,Sh,49.6,12.55,5,10.2,8.95,7.7,11.65,12.05,13.6,10.45,26.7,5.75,7,6.9,6.8,11.7,36.65,34.15,35.15,19.55,17.26,11.09,10.63,27.44,16.38666667,7.4795,1.046,0.725,1.339,0.7475,1.099,1.467,1.758,1.331,1.328,4.5345,0.4435,0.4215,0.498,0.8045,1.614,6.086,4.257,4.7415,2.351,2.2674,1.3966,1.3404,3.8099,2.1823,6.642527237,10.48297377,6.971176306,7.740264319,11.01962165,7.114486887,9.014159987,6.961364484,9.629139075,9.272697794,6.937520854,59.57001811,16.14679087,16.7724161,10.82361389,7.079991138,6.041602055,8.786318801,21.02197324,19.36784878,8.571312656,8.398369645,22.05007196,12.4595468,14.3026628,5,10,1,5,28.33,47.5,24.67,33.5,10.5,11.3,4.1,7.2,15.6,37.8,-22.2,16.8,6.6,10.2,14.56666667,16.16666667,-1.6,1.639,0.559,1.08,1.798,7.271,-5.473,2.234,0.994,1.24,1.890333333,2.941333333,-1.051
1086,Sh,55.6,29.25,6.95,14.3,10.15,40.2,7.4,6.7,5.95,5,28.15,12.65,4.65,7.65,10.8,4.3,7.8,14.75,12.75,7.75,23.25,13.05,12.78,9.47,11.76666667,7.4225,4.201,0.935,2.1,1.4435,6.274,0.821,0.8015,0.73,0.348,4.795,2.0705,0.488,0.977,1.3005,0.4355,0.6735,2.0035,1.7065,0.6935,3.2204,1.7949,1.9262,1.1025,1.607866667,7.497557388,7.052137301,7.435208904,6.795803434,8.189124378,6.960660825,9.993466898,9.005473138,8.183201461,20.46754784,5.92616572,6.383205016,9.837810706,11.43804383,12.66509943,9.948609795,11.7795284,12.87122985,7.72397733,15.37901893,7.393966281,10.92207003,9.25006494,11.54047286,10.57086928,6,2,5,4,48,30.67,36.5,38.39,24.67,60,20.4,39.6,22.7,33.6,-10.9,4.9,3.7,1.2,29.2,19.23333333,9.966666667,9.966,2.582,7.384,3.682,5.908,-2.226,0.514,0.357,0.157,4.720666667,2.949,1.771666667
1087,Sh,17.6,33.7,10.45,6.6,17.9,18.55,18.6,4.5,7.7,4.55,60,16.55,8.25,5.6,7.2,24.15,6.35,9.05,6.65,4.45,17.25,10.78,19.52,10.13,13.47666667,1.9435,4.709,1.533,0.8425,2.7455,3.014,2.8525,0.2885,0.7875,0.2185,7.8795,1.4925,1.0435,0.642,0.9285,3.0515,0.741,1.0715,0.7245,0.1275,2.3547,1.4322,2.3972,1.1432,1.657533333,8.562656922,8.438024831,7.03967906,9.001411631,6.512637286,6.360232912,6.516296966,68.08653262,9.974750757,22.87280702,7.68516148,14.24156744,8.043162755,9.36181929,7.867833381,8.509857214,8.644009443,8.746222496,9.236767486,35.65127628,7.910881946,22.76212405,9.43990887,14.15762658,15.45321984,3,9,1,4,29.17,53.67,49.67,44.17,12.5,24.9,12.2,12.7,60,60,0,38.5,9.8,28.7,41.13333333,27.33333333,13.8,4.25,1.778,2.472,7.125,8.634,-1.509,5.062,1.041,4.021,5.479,3.817666667,1.661333333
1088,Sh,60,53.8,10.7,10.95,11.15,24.7,25.35,9.35,8.15,17.7,23.2,7.15,4.05,8.6,16.15,18,48.65,5.55,4.2,6.35,29.32,17.05,11.83,16.55,15.14333333,9.114,8.247,1.651,1.3885,1.474,2.0595,4.1115,1.006,1.1025,2.725,3.2815,0.8895,0.26,1.1625,2.147,3.0295,8.5525,0.578,0.244,0.835,4.3749,2.2009,1.5481,2.6478,2.132266667,6.736380892,6.541390328,7.527785041,7.925996319,7.65533833,22.07989276,7.010962938,25.96114371,7.502536667,17.71882637,10.30229902,63.43054189,23.11776502,7.405203795,7.60686256,6.039985367,5.678298289,9.553279271,44.25001122,7.794479521,7.277378182,16.05467249,22.37253446,14.66321073,17.69680589,5,3,1,3,24.67,23.17,22,23.28,19.83,17.9,31.5,-13.6,4.6,41.8,-37.2,8,28,-20,10.16666667,33.76666667,-23.6,3.306,0.813,2.493,0.331,6.232,-5.901,1.288,4.771,-3.483,1.641666667,3.938666667,-2.297
1093,Ac,10,9.1,22.5,21.15,5.9,7.85,4.1,4.2,4.75,10.25,30.6,5.95,4.35,4,4.85,34.2,30.3,16.2,6.45,7.9,13.73,6.23,9.95,19.01,11.73,1.44,1.48,3.9665,2.926,0.774,1.203,0.304,0.398,0.411,1.5305,4.9655,0.5655,0.4045,0.288,0.471,5.821,5.1245,2.5975,0.818,0.9205,2.1173,0.7693,1.3389,3.0563,1.7215,7.74796803,13.72412789,6.08937553,8.14270067,7.79601752,6.592392772,4.029605263,10.60855263,15.73808004,11.66374956,6.623718818,11.68674874,12.37673768,17.18021809,10.74127026,6.653934173,6.679198141,7.47671961,7.865272981,80.97513171,8.700037928,9.726476051,11.72173872,21.93005132,14.45942203,2,4,5,4,24.33,33.17,42.83,33.44,28.83,7.3,8.4,-1.1,41,20.2,20.8,10.2,58.2,-48,19.5,28.93333333,-9.433333333,1.033,1.373,-0.34,7.278,2.653,4.625,1.331,10.311,-8.98,3.214,4.779,-1.565
1094,Ac,24.75,8.05,20.4,13.45,5.25,4.25,4.25,21.65,13.1,4.4,40.35,3.6,11.15,4.45,8.25,14.65,11.7,11.9,6.5,9.45,14.38,9.53,13.56,10.84,11.31,3.975,1.0785,3.4925,1.8875,0.593,0.6025,0.572,3.8155,0.754,0.306,6.946,0.247,1.562,0.4635,0.8445,1.6665,1.308,1.3895,0.3,1.1515,2.2053,1.21,2.0126,1.1631,1.4619,6.480699865,7.458306083,5.83993418,8.155395609,9.438039144,7.6397642,8.160873574,5.849438346,39.74441081,15.55093555,6.238071729,24.17949087,7.283722192,9.639287813,9.854709852,9.701983696,9.000875853,9.020220563,#DIV/0!,89.20456541,7.474474976,15.38908449,11.43905649,#DIV/0!,#DIV/0!,4,6,5,5,31.33,45.67,41.17,39.39,16.33,3.4,5.1,-1.7,20.7,60,-39.3,19.9,9.4,10.5,14.66666667,24.83333333,-10.16666667,0.371,0.834,-0.463,2.963,10.929,-7.966,2.515,0.818,1.697,1.949666667,4.193666667,-2.244
1096,Ac,34.15,12.85,10.95,8.5,14.2,40.5,7.6,12.55,4.35,33.85,36.8,18.3,11.9,9.05,5.2,12.8,12.15,8.65,5.75,11,16.13,19.77,16.25,10.07,15.36333333,5.6415,1.6785,1.831,1.114,2.1575,6.5585,0.939,1.5625,0.362,4.6245,5.275,2.583,1.467,0.874,0.4745,1.5095,1.5795,0.936,0.596,1.216,2.4845,2.8093,2.1347,1.1674,2.037133333,7.378233146,7.899914813,7.029854619,7.656392044,6.847199341,6.15466848,8.150736153,8.71350365,14.12539162,7.474781196,6.902346241,7.180584435,14.43490329,10.79389313,10.95825006,8.870537253,7.734421377,9.252469605,9.713359463,10.30131963,7.362318792,8.923816219,10.05399543,9.174421465,9.384077705,3,4,5,4,35.33,40.5,36.67,37.5,18.5,46.2,34.8,11.4,60,13.6,46.4,13.4,12.2,1.2,39.86666667,20.2,19.66666667,7.288,5.829,1.459,8.545,2.005,6.54,1.862,1.157,0.705,5.898333333,2.997,2.901333333
1109,Ac,23.2,60,27.95,16.65,9.3,5.65,8.25,6.15,6,27.1,19.35,9.6,9.8,8.3,10.55,19.75,10.45,15.15,13.05,8.6,27.42,10.63,11.52,13.4,11.85,3.8715,9.555,4.2465,2.296,1.1035,0.5565,0.9325,0.425,0.4385,4.3335,3.091,1.1825,1.217,0.7945,1.133,2.743,0.9425,1.66,1.4115,0.628,4.2145,1.3372,1.4836,1.477,1.4326,7.017723869,6.297658863,6.884348129,9.255432649,8.82150184,10.7697831,9.277730853,#DIV/0!,13.68601748,6.640780096,6.910644259,8.268274858,7.951855851,10.45972357,14.82698573,7.384240996,12.56282795,9.235500165,14.36526802,14.43925503,7.65533307,#DIV/0!,9.683496854,11.59741843,#DIV/0!,5,3,6,5,52.67,25,41,39.56,34.5,4.9,6.4,-1.5,30.3,8.4,21.9,18.7,20.8,-2.1,17.96666667,11.86666667,6.1,0.384,0.729,-0.345,5.119,1.063,4.056,2.233,3.253,-1.02,2.578666667,1.681666667,0.897
1110,Ac,14.6,26.9,20.15,20.15,9,11.9,18.9,9.45,9.55,9.5,48.9,8.35,7.9,6.9,6.4,38.65,19.3,5.65,10.45,10.3,18.16,11.86,15.69,16.87,14.80666667,2.454,4.4305,3.2785,3.2905,1.0975,1.944,2.894,0.7245,0.7215,0.861,7.618,0.356,0.8575,0.586,0.4405,5.2195,2.461,0.2775,1.3045,1.1245,2.9102,1.429,1.9716,2.0774,1.826,6.899861643,6.086276951,6.126069368,6.104579907,8.546635641,6.110887249,8.138099624,15.85607941,13.33228356,12.17655282,6.597709402,84.13378349,9.528064972,11.77675416,14.59001801,8.085901937,9.465143438,20.46927258,8.028416635,10.72585898,6.752684702,11.12278053,25.32526601,11.35491871,15.93432175,4,2,4,3,49.33,48.83,35.83,44.67,17.5,10.8,13,-2.2,60,37.8,22.2,17.3,60,-42.7,29.36666667,36.93333333,-7.566666667,1.814,2.074,-0.26,9.969,5.267,4.702,1.89,8.549,-6.659,4.557666667,5.296666667,-0.739
1111,Ac,40.75,20.45,18.6,10.5,22.65,11.05,6.7,31.6,15.25,8.85,28.15,23.45,5.85,9.7,6.4,24.8,16.7,16.95,12.1,8.9,22.59,14.69,14.71,15.89,15.09666667,7.889,3.222,3.045,1.2445,3.254,1.0905,0.574,5.78,1.615,1.1415,4.4745,3.8935,0.4605,1.328,0.79,3.2575,1.7715,2.232,1.6845,1.045,3.7309,2.0402,2.1893,1.9981,2.075866667,5.410425467,7.121108528,6.168992707,8.741282662,6.944510194,9.713686627,100,5.669526005,16.84040965,7.83289056,7.34961525,6.904781043,#DIV/0!,7.30535143,8.105018988,8.683359117,48.94797525,8.453324929,7.193287482,8.513007779,6.877263911,28.01130257,#DIV/0!,16.35819091,#DIV/0!,6,4,5,5,28.5,50.83,33.83,37.72,16.83,15.9,6.2,9.7,49.3,7,42.3,44.3,5.3,39,36.5,6.166666667,30.33333333,1.445,0.736,0.709,8.139,0.81,7.329,5.983,0.532,5.451,5.189,0.692666667,4.496333333
1112,Ac,26.3,8.15,12.2,35.5,29.5,4.9,5.45,6.8,6.6,6.9,17.15,13,9.95,8,6.65,33.15,33.45,17.45,8.3,6.55,22.33,6.13,10.95,19.78,12.28666667,5.101,1.1505,2.1695,6.0315,4.4155,0.1645,0.0675,0.9385,0.7635,0.4655,2.803,1.807,1.3205,0.95,0.4065,5.9,5.242,2.1645,0.7435,0.4545,3.7736,0.4799,1.4574,2.9009,1.612733333,5.708142325,7.360044745,5.859645245,6.478175567,6.699661835,92.64942527,80.91989437,7.310146554,8.78473554,15.65781392,6.154912326,7.762887065,8.52560285,12.92841217,26.80959155,6.636949728,6.853388039,8.474207419,14.21629992,22.48876814,6.421133943,41.06440313,12.43628119,11.73392265,21.74486899,3,7,7,6,54.33,42,36.5,44.28,20.67,4.9,4.9,0,23.5,10.8,12.7,60,6.3,53.7,29.46666667,7.333333333,22.13333333,0.029,0.3,-0.271,3.878,1.728,2.15,10.994,0.806,10.188,4.967,0.944666667,4.022333333
1113,Sh,6.9,60,14.65,17.75,11.9,8.65,7.75,9.45,12.4,14,8.2,5.95,11.85,7.25,7.4,58.25,22.3,23.75,12.6,9.75,22.24,10.45,8.13,25.33,14.63666667,0.8305,9.8365,2.315,2.8435,1.3725,1.171,0.976,1.4245,1.4115,2.0275,0.9955,0.387,1.696,0.6165,0.612,6.261,2.677,3.5875,1.7275,1.078,3.4396,1.4021,0.8614,3.0662,1.776566667,8.296271476,6.111219663,6.441301806,6.834399644,9.312523721,7.650719565,8.888809024,7.371760214,10.06305858,35.37938771,8.23164171,104.3507363,7.100496723,22.37687059,14.7204024,9.322956131,9.476881139,7.678925985,7.357671546,10.28869663,7.399143262,13.87074702,31.35602954,8.825026287,18.01726761,6,5,4,5,32.33,34.67,42.33,36.44,17.33,7.4,9.9,-2.5,7.5,8.9,-1.4,60,56.5,3.5,24.96666667,25.1,-0.133333333,0.857,1.485,-0.628,0.919,1.072,-0.153,6.655,5.867,0.788,2.810333333,2.808,0.002333333
1114,Sh,60,44.9,30.9,18.4,11.35,48.9,19.7,6.25,31.55,9.1,50.05,8.9,14.15,16.3,9.5,13.5,35.8,35,30.95,23.65,33.11,23.1,19.78,27.78,23.55333333,9.18,6.9615,4.666,2.193,1.3895,7.3835,3.2425,0.222,4.278,0.761,7.613,0.5045,1.9955,1.9485,1.196,1.974,5.6265,6.0695,4.6785,3.246,4.878,3.1774,2.6515,4.3189,3.3826,6.538405965,6.620564503,7.240631562,8.162868701,8.150906891,6.651326493,7.166018287,#DIV/0!,7.447056888,58.96716826,6.63245681,82.13112348,8.46564561,9.008844809,8.534315355,6.98873573,6.270324926,5.826720534,6.546464721,25.59860206,7.342675524,#DIV/0!,22.95447721,10.24616959,#DIV/0!,3,5,2,3,44.17,54,25.83,41.33,14.17,37.8,60,-22.2,40.1,60,-19.9,19.7,7.3,12.4,32.53333333,42.43333333,-9.9,5.585,9.182,-3.597,5.828,9.398,-3.57,2.947,1.001,1.946,4.786666667,6.527,-1.740333333
1115,Sh,60,35.1,13.75,10.65,9.3,12.6,8,7.65,7.65,9.95,21.85,9.05,12.4,6.15,6.6,39.75,14.6,25.35,6.2,11.15,25.76,9.17,11.21,19.41,13.26333333,10.5545,6.5515,2.078,1.652,1.2865,1.832,0.817,0.5595,1.029,0.797,3.6675,1.2145,2.1005,0.3615,0,6.946,1.8025,3.9385,0.3455,1.2695,4.4245,1.0069,1.4688,2.8604,1.7787,5.719343324,5.943283412,9.259883241,6.676373536,7.871088296,12.47428933,14.21227449,#DIV/0!,7.734318915,13.76281005,6.934274838,7.579468462,5.912374899,17.15549996,#DIV/0!,5.72899753,#DIV/0!,13.05593682,26.52492633,8.976961816,7.093994362,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,6,8,7,46.67,43.17,32.5,40.78,22.83,20.1,5.1,15,37.9,5.8,32.1,25,54.5,-29.5,27.66666667,21.8,5.866666667,3.396,0.268,3.128,6.623,0.712,5.911,4.351,9.541,-5.19,4.79,3.507,1.283
1116,Sh,16.15,40.55,15.85,10.4,19.15,7.55,6.25,7.8,20.55,6.65,32.5,18.2,9.85,6.25,6.55,37.35,45.75,6.3,15.95,8.3,20.42,9.76,14.67,22.73,15.72,3.2135,7.215,2.5565,1.4085,3.019,0.9375,0.596,1.0105,3.1665,0.3475,5.767,2.7715,0.7245,0.3995,0.247,5.4995,6.911,0.615,2.247,0.6025,3.4825,1.2116,1.9819,3.175,2.122833333,4.959507693,5.781782459,6.630314482,7.425204691,6.776474778,8.743260793,10.57702915,7.720222426,7.393693229,23.48739666,7.975880565,6.483974584,53.33693305,18.09877279,32.89593677,8.18547676,6.481046518,12.75070457,50.59363982,128.2761114,6.31465682,11.58432045,23.75829955,41.25739581,25.53333861,0,5,4,3,12.83,44.67,20.5,26,16.33,5.5,9.6,-4.1,5,60,-55,60,14.7,45.3,23.5,28.1,-4.6,0.532,1.343,-0.811,0.475,11.059,-10.584,9.541,1.458,8.083,3.516,4.62,-1.104
1201,Ac,20.85,25.85,12.7,28.15,9.35,9.7,6.4,25.3,14.85,9.45,17,7.8,12.5,24.3,9.65,60,32.8,34.85,16.35,10.75,19.38,13.14,14.25,30.95,19.44666667,3.0755,4.4975,1.862,3.8745,1.252,1.2765,0.7615,3.5715,2.1155,0.7855,2.4295,0.8265,1.712,3.426,0.622,9.0735,4.766,5.026,2.1855,1.338,2.9123,1.7021,1.8032,4.4778,2.661033333,6.984241534,5.766228699,7.542737343,7.265165193,7.644009448,7.613295802,8.455100375,37.46939374,7.181419665,57.38464877,7.135977474,9.823866175,9.509500281,7.051416126,45.86412151,6.612876288,51.44242318,6.836352784,19.82305117,7.87762647,7.040476443,23.62077167,15.87697631,18.51846598,19.33873799,8,5,5,6,37.33,27.83,36.5,33.89,25.5,12.2,7.2,5,10,24,-14,60,60,0,27.4,30.4,-3,1.614,0.939,0.675,1.343,3.516,-2.173,9.125,9.022,0.103,4.027333333,4.492333333,-0.465
1202,Ac,13.8,37.8,9.9,9.6,8.2,6.15,6.05,13.55,6.3,11.55,9.2,4.45,6.3,6.3,7.3,47.45,15.75,22.85,7,7.7,15.86,8.72,6.71,20.15,11.86,1.9025,5.7935,1.3605,1.1835,0.9205,0.7075,0.363,1.6055,0.566,1.337,1.4125,0.3635,0.2995,0.2785,0.571,7.306,1.9305,3.594,0.7165,0.7705,2.2321,0.9158,0.585,2.8635,1.454766667,7.75343972,7.324973541,7.266647806,8.068907477,8.932407046,8.946119379,108.353203,37.30113176,13.69717782,16.8969034,6.517448576,12.47212559,24.21273483,24.0778098,54.48325118,6.632944139,8.07416268,8.595455984,9.908077429,9.986868135,7.869275118,37.03890707,24.35267399,8.639501673,23.34369425,0,10,5,5,16.67,47.83,43.5,36,12.83,5.2,7.1,-1.9,8.9,9.5,-0.6,60,34.9,25.1,24.7,17.16666667,7.533333333,0.524,0.891,-0.367,1.432,1.393,0.039,9.669,4.943,4.726,3.875,2.409,1.466
1203,Ac,44.75,6.95,34.25,13.75,12.85,18.85,5.65,6.1,6.45,7.15,42.95,22.4,10.25,6.7,7.75,48,8.9,41.2,14.5,42.15,22.51,8.84,18.01,30.95,19.26666667,7.345,1.051,5.607,1.681,1.655,2.5425,0.4195,0.387,0.4895,0.485,6.254,3.052,0.4525,0.8635,0.748,7.471,1.231,6.361,2.359,6.8175,3.4678,0.8647,2.274,4.8479,2.6622,6.345777512,6.728082005,6.264374962,8.379644439,9.714460848,12.32436164,14.6948052,124.1388518,13.49118518,18.63886159,7.077996019,7.3700407,22.64280412,7.791362009,15.29133547,6.374673713,7.231255655,6.571790067,6.902961363,6.385961501,7.486467953,36.65761308,12.03470766,6.69332846,18.46188307,6,8,1,5,57.83,51.17,14.83,41.28,15,32.5,5.2,27.3,60,25.9,34.1,37.1,58.9,-21.8,43.2,30,13.2,4.794,0.291,4.503,9.075,3.433,5.642,6.076,8.866,-2.79,6.648333333,4.196666667,2.451666667
1204,Ac,24.05,23,20.05,14,8.5,39.95,7.3,7.05,18.85,12.6,12,8.35,6.45,12.05,13.5,16.7,39.75,17.35,60,18.5,17.92,17.15,10.47,30.46,19.36,4.623,3.5755,3.231,2.3105,0.9785,6.6225,0.3595,0.947,3.303,1.54,1.13,0.8315,0.799,1.061,2.1725,2.353,7.157,1.555,10.5565,1.527,2.9437,2.5544,1.1988,4.6297,2.7943,5.912140423,7.14793692,6.474600809,7.416943795,8.883042954,6.328958341,26.40930498,7.548022447,31.31558249,8.35529802,10.08849558,9.891636524,8.121045305,13.34242692,9.276892532,6.910639356,5.625344898,12.70161436,5.683798496,25.22031647,7.16693298,15.99143326,10.14409937,11.22834272,12.45462511,3,3,1,2,33.5,22.33,17.17,24.33,23.5,59.9,20,39.9,18.9,5.1,13.8,22.3,11.1,11.2,33.7,12.06666667,21.63333333,10.329,2.916,7.413,1.695,0.565,1.13,2.879,1.827,1.052,4.967666667,1.769333333,3.198333333